key,type,side,segment,superclass,nt,count,peak_activity,gf_silenced_peak
ANXXX296|R|,ANXXX296,R,,ascending_neuron,acetylcholine,1,0.0017149717903820704,0.001955470907038452
ANXXX308|L|,ANXXX308,L,,ascending_neuron,acetylcholine,1,0.0,0.0
ANXXX308|R|,ANXXX308,R,,ascending_neuron,acetylcholine,1,0.0,0.0
ANXXX318|L|A1,ANXXX318,L,A1,vnc_intrinsic,acetylcholine,1,1.3051043673064732e-05,5.48939469044626e-07
ANXXX318|R|A1,ANXXX318,R,A1,vnc_intrinsic,acetylcholine,1,3.028034013855033e-05,3.327767049444674e-05
ANXXX338|R|,ANXXX338,R,,ascending_neuron,glutamate,3,0.0010965934185102884,0.001061121960937731
ANXXX380|L|,ANXXX380,L,,ascending_neuron,acetylcholine,2,9.822706793344253e-07,1.0288061860776024e-06
ANXXX380|R|,ANXXX380,R,,ascending_neuron,acetylcholine,2,0.0005578898168885418,0.0005703507057346346
ANXXX404|L|,ANXXX404,L,,ascending_neuron,gaba,1,0.0,0.0
ANXXX404|R|,ANXXX404,R,,ascending_neuron,gaba,1,0.0,0.0
ANXXX410|L|,ANXXX410,L,,ascending_neuron,acetylcholine,1,6.053536325089971e-07,5.622574135783943e-07
ANXXX410|R|,ANXXX410,R,,ascending_neuron,acetylcholine,1,0.000789758213693861,0.0004725322769894891
ANXXX434|L|,ANXXX434,L,,ascending_neuron,acetylcholine,1,6.635894203960609e-08,7.610210852315411e-08
ANXXX434|R|,ANXXX434,R,,ascending_neuron,acetylcholine,1,2.7977387560434205e-08,2.249200426785541e-08
ANXXX462a|L|,ANXXX462a,L,,ascending_neuron,acetylcholine,1,6.44096802931891e-05,0.0
ANXXX462a|R|,ANXXX462a,R,,ascending_neuron,acetylcholine,1,0.0,0.0
ANXXX462b|L|,ANXXX462b,L,,ascending_neuron,acetylcholine,1,0.0,0.0
ANXXX462b|R|,ANXXX462b,R,,ascending_neuron,acetylcholine,1,0.0,0.0
ANXXX470|M|,ANXXX470,M,,ascending_neuron,acetylcholine,2,0.020635857654710568,0.022300684809187503
AOTU001|L|,AOTU001,L,,cb_intrinsic,acetylcholine,3,9.523440071148881e-05,9.517837282982527e-05
AOTU001|R|,AOTU001,R,,cb_intrinsic,acetylcholine,4,0.00023698776753186722,0.0002367385371629973
AOTU002_a|L|,AOTU002_a,L,,cb_intrinsic,acetylcholine,2,0.0009090977093930538,0.0009059267463837362
AOTU002_a|R|,AOTU002_a,R,,cb_intrinsic,acetylcholine,3,0.0011010925242336859,0.0011023593123583378
AOTU002_b|L|,AOTU002_b,L,,cb_intrinsic,acetylcholine,3,0.000912377092193673,0.0009089155249374681
AOTU002_b|R|,AOTU002_b,R,,cb_intrinsic,acetylcholine,3,0.0016941491355474828,0.0016941461526745532
AOTU002_c|L|,AOTU002_c,L,,cb_intrinsic,acetylcholine,2,0.0018389447048481975,0.001836671661872274
AOTU002_c|R|,AOTU002_c,R,,cb_intrinsic,acetylcholine,2,0.002700625844926256,0.002701202049652561
AOTU003|L|,AOTU003,L,,cb_intrinsic,acetylcholine,3,0.00045511064660388236,0.0004510657372207595
AOTU003|R|,AOTU003,R,,cb_intrinsic,acetylcholine,3,0.001442365013523504,0.001441529914885182
AOTU004|L|,AOTU004,L,,cb_intrinsic,acetylcholine,3,0.00018878586311513827,0.00018885171925708225
AOTU004|R|,AOTU004,R,,cb_intrinsic,acetylcholine,3,0.0002556372346279906,0.0002552886685334578
AOTU005|L|,AOTU005,L,,cb_intrinsic,acetylcholine,1,9.363492059250254e-05,8.790647630732043e-06
AOTU005|R|,AOTU005,R,,cb_intrinsic,acetylcholine,1,8.285710241674233e-05,1.251459957948648e-05
AOTU006|L|,AOTU006,L,,cb_intrinsic,acetylcholine,1,0.0003998942155477034,0.0003993021901611772
AOTU006|R|,AOTU006,R,,cb_intrinsic,acetylcholine,1,0.0005582497609619823,0.0005567592642859052
AOTU007_a|L|,AOTU007_a,L,,cb_intrinsic,acetylcholine,2,0.00013183630527429684,0.00013229844803049892
AOTU007_a|R|,AOTU007_a,R,,cb_intrinsic,acetylcholine,2,0.00019690910080977377,0.00019753315605488931
AOTU007_b|L|,AOTU007_b,L,,cb_intrinsic,acetylcholine,3,0.0003756840655981505,0.0003760416519962987
AOTU007_b|R|,AOTU007_b,R,,cb_intrinsic,acetylcholine,3,0.001234001477324952,0.0012367031085659468
AOTU007|L|,AOTU007,L,,cb_intrinsic,acetylcholine,1,0.0016159013563405433,0.0016084554021558446
AOTU007|R|,AOTU007,R,,cb_intrinsic,acetylcholine,1,0.002954839298650003,0.002959924192652634
AOTU008|L|,AOTU008,L,,cb_intrinsic,acetylcholine,12,0.0022184273664318218,0.0022156528498765656
AOTU008|R|,AOTU008,R,,cb_intrinsic,acetylcholine,13,0.0028620509537497047,0.00286095473608844
AOTU009|L|,AOTU009,L,,cb_intrinsic,glutamate,1,0.008168174951826486,0.008149233268228261
AOTU009|R|,AOTU009,R,,cb_intrinsic,glutamate,1,0.009306343074762257,0.009279115585772116
AOTU011|L|,AOTU011,L,,cb_intrinsic,glutamate,2,3.4059992896977793e-06,3.4372908429536246e-06
AOTU011|R|,AOTU011,R,,cb_intrinsic,glutamate,2,3.179645132174704e-05,3.3550078130010405e-05
AOTU012|L|,AOTU012,L,,cb_intrinsic,acetylcholine,1,0.0,0.0
AOTU012|R|,AOTU012,R,,cb_intrinsic,acetylcholine,1,4.906749008965225e-05,0.0
AOTU013|L|,AOTU013,L,,cb_intrinsic,acetylcholine,1,4.976168977290795e-05,4.9690788876380487e-05
AOTU013|R|,AOTU013,R,,cb_intrinsic,acetylcholine,1,0.00011172535560515634,0.00011177596316432311
AOTU014|L|,AOTU014,L,,cb_intrinsic,acetylcholine,1,0.001452949485209455,0.0014459464010573918
AOTU014|R|,AOTU014,R,,cb_intrinsic,acetylcholine,1,0.0020794107290689756,0.0020708295132087916
AOTU015|L|,AOTU015,L,,cb_intrinsic,acetylcholine,4,7.004949745922033e-05,7.029734123160906e-05
AOTU015|R|,AOTU015,R,,cb_intrinsic,acetylcholine,4,6.34844553197749e-05,6.370764688988418e-05
AOTU016_a|L|,AOTU016_a,L,,cb_intrinsic,acetylcholine,1,0.0007846765955169428,0.0007870999690523355
AOTU016_a|R|,AOTU016_a,R,,cb_intrinsic,acetylcholine,1,0.0008442329779473559,0.0008494758778242096
AOTU016_b|L|,AOTU016_b,L,,cb_intrinsic,acetylcholine,4,0.0004717301140967525,0.0004720026860579404
AOTU016_b|R|,AOTU016_b,R,,cb_intrinsic,acetylcholine,4,0.0005368439679216715,0.0005374124260417956
AOTU016_c|L|,AOTU016_c,L,,cb_intrinsic,acetylcholine,2,0.0003952759965562855,0.0003958922599690956
AOTU016_c|R|,AOTU016_c,R,,cb_intrinsic,acetylcholine,2,0.00039100005692976534,0.0003915597239311612
AOTU017|L|,AOTU017,L,,cb_intrinsic,acetylcholine,2,0.0006030074076509475,0.0006049447312829882
AOTU017|R|,AOTU017,R,,cb_intrinsic,acetylcholine,2,0.0003016316996814564,0.000302173643472345
AOTU018|L|,AOTU018,L,,cb_intrinsic,acetylcholine,2,0.000304967813547731,0.00030480928990815083
AOTU018|R|,AOTU018,R,,cb_intrinsic,acetylcholine,2,0.0008299765688197471,0.0008301362728193774
AOTU019|L|,AOTU019,L,,cb_intrinsic,gaba,1,0.001116400580240582,0.0011156926861742168
AOTU019|R|,AOTU019,R,,cb_intrinsic,gaba,1,0.0010367979161410412,0.0010335216333477418
AOTU020|L|,AOTU020,L,,cb_intrinsic,gaba,2,0.001194780812499507,0.00030413553823897257
AOTU020|R|,AOTU020,R,,cb_intrinsic,gaba,2,0.0013036809982160797,0.0013022095795459086
AOTU021|L|,AOTU021,L,,cb_intrinsic,gaba,1,3.142111039680965e-06,4.7611214697215025e-06
AOTU021|R|,AOTU021,R,,cb_intrinsic,gaba,1,2.4681898485098757e-05,1.533213745621664e-05
AOTU022|L|,AOTU022,L,,cb_intrinsic,gaba,1,0.0012048567322413377,0.0012004033160306524
AOTU022|R|,AOTU022,R,,cb_intrinsic,gaba,1,0.0009361922843789914,0.0009164969273195476
AOTU023|L|,AOTU023,L,,cb_intrinsic,acetylcholine,1,0.00031731303061793267,0.00031810635318658303
AOTU023|R|,AOTU023,R,,cb_intrinsic,acetylcholine,1,0.00043815320561938506,0.00043856023244245786
AOTU024|L|,AOTU024,L,,cb_intrinsic,acetylcholine,1,0.0002601673890685029,0.0002574393413904496
AOTU024|R|,AOTU024,R,,cb_intrinsic,acetylcholine,1,2.3315180788017694e-06,2.306932474462983e-06
AOTU025|L|,AOTU025,L,,cb_intrinsic,acetylcholine,1,0.0005300168990413243,0.0005294133295047479
AOTU025|R|,AOTU025,R,,cb_intrinsic,acetylcholine,1,0.0009908602792033487,0.0009895917076422006
AOTU026|L|,AOTU026,L,,cb_intrinsic,acetylcholine,1,0.001495366281369769,0.0014932335445073084
AOTU026|R|,AOTU026,R,,cb_intrinsic,acetylcholine,1,0.0014905672624264115,0.001489896965628022
AOTU027|L|,AOTU027,L,,cb_intrinsic,acetylcholine,1,0.0008185660178065831,0.0008164880567194717
AOTU027|R|,AOTU027,R,,cb_intrinsic,acetylcholine,1,0.001433379208400696,0.0014331738519198604
AOTU028|L|,AOTU028,L,,cb_intrinsic,acetylcholine,1,0.0012174175550803462,0.0012010415080953363
AOTU028|R|,AOTU028,R,,cb_intrinsic,acetylcholine,1,0.0014032020386725984,0.0013960530801531256
AOTU029|L|,AOTU029,L,,cb_intrinsic,acetylcholine,1,0.0002313530609737512,6.0367368963425635e-05
AOTU029|R|,AOTU029,R,,cb_intrinsic,acetylcholine,1,0.00019130310974089878,4.394927532032774e-05
AOTU030|L|,AOTU030,L,,cb_intrinsic,acetylcholine,1,2.5928657499228015e-07,2.5928657499228015e-07
AOTU030|R|,AOTU030,R,,cb_intrinsic,acetylcholine,1,1.5510774331810538e-06,1.550537001717199e-06
AOTU032|L|,AOTU032,L,,cb_intrinsic,acetylcholine,2,0.015751036624113375,0.01581188217521352
AOTU032|R|,AOTU032,R,,cb_intrinsic,acetylcholine,2,0.019367128714287796,0.01941466597460773
AOTU033|L|,AOTU033,L,,cb_intrinsic,acetylcholine,1,0.0,0.0
AOTU033|R|,AOTU033,R,,cb_intrinsic,acetylcholine,1,0.0,0.0
AOTU034|L|,AOTU034,L,,cb_intrinsic,acetylcholine,2,0.04781630534936206,0.04782739925436693
AOTU034|R|,AOTU034,R,,cb_intrinsic,acetylcholine,2,0.0306755795597522,0.030685286503350798
AOTU035|L|,AOTU035,L,,cb_intrinsic,glutamate,1,9.920906203809792e-05,9.976342092894826e-05
AOTU035|R|,AOTU035,R,,cb_intrinsic,glutamate,1,0.00013267857431241388,0.0001026939575905727
AOTU036|L|,AOTU036,L,,cb_intrinsic,glutamate,1,0.0018622487151897125,0.001849853896891153
AOTU036|R|,AOTU036,R,,cb_intrinsic,glutamate,1,0.002025830285645569,0.0020316763992174304
AOTU037|L|,AOTU037,L,,cb_intrinsic,glutamate,3,0.0024955422039711914,0.002494484515955308
AOTU037|R|,AOTU037,R,,cb_intrinsic,glutamate,2,0.0016541545960445246,0.0016554832956834898
AOTU038|L|,AOTU038,L,,cb_intrinsic,glutamate,5,0.00010806492531785495,0.00010639440643220221
AOTU038|R|,AOTU038,R,,cb_intrinsic,glutamate,6,2.2604394833387535e-05,1.3053340536038367e-05
AOTU039|L|,AOTU039,L,,cb_intrinsic,glutamate,3,0.003172275262079603,0.00317187496683343
AOTU039|R|,AOTU039,R,,cb_intrinsic,glutamate,3,0.003609345941287517,0.0036082653192053634
AOTU040|L|,AOTU040,L,,cb_intrinsic,glutamate,3,3.188901182052421e-05,3.0514307004707964e-05
AOTU040|R|,AOTU040,R,,cb_intrinsic,glutamate,3,0.0009361400412724164,0.0009342106169903439
AOTU041|L|,AOTU041,L,,cb_intrinsic,gaba,2,0.0006486622563042009,0.0006490206762163447
AOTU041|R|,AOTU041,R,,cb_intrinsic,gaba,2,0.002524866765619046,0.002520092205229231
AOTU042|L|,AOTU042,L,,cb_intrinsic,gaba,2,0.00032426210323056767,0.0003219061709068188
AOTU042|R|,AOTU042,R,,cb_intrinsic,gaba,2,0.0009561215521645208,0.0009587499531530832
AOTU043|L|,AOTU043,L,,cb_intrinsic,acetylcholine,2,0.002125793169811595,0.00027618929429471363
AOTU043|R|,AOTU043,R,,cb_intrinsic,acetylcholine,1,0.0022267082810658585,0.0002639894015201525
AOTU045|L|,AOTU045,L,,visual_projection,glutamate,1,0.002373962630033129,0.0023708420766565715
AOTU045|R|,AOTU045,R,,visual_projection,glutamate,1,0.002015951601516919,0.002013116946369167
AOTU046|L|,AOTU046,L,,cb_intrinsic,glutamate,2,0.00027910535298375874,0.00027656196769439736
AOTU046|R|,AOTU046,R,,cb_intrinsic,glutamate,2,0.00020995087228688225,0.00021123271828260237
AOTU047|L|,AOTU047,L,,cb_intrinsic,glutamate,1,0.0012025674221308826,0.0011899338327868681
AOTU047|R|,AOTU047,R,,cb_intrinsic,glutamate,1,0.0009580991563241738,0.0009556693097200041
AOTU048|L|,AOTU048,L,,cb_intrinsic,gaba,1,0.0016500291571783455,0.0016274561617594867
AOTU048|R|,AOTU048,R,,cb_intrinsic,gaba,1,0.0007849285853127524,0.0007766249923997889
AOTU049|L|,AOTU049,L,,cb_intrinsic,gaba,2,0.003180761892246549,0.003165287431649717
AOTU049|R|,AOTU049,R,,cb_intrinsic,gaba,2,0.005718433574429868,0.005713666148717517
AOTU050|L|,AOTU050,L,,cb_intrinsic,gaba,6,0.0022223465247252386,0.0022841447397588246
AOTU050|R|,AOTU050,R,,cb_intrinsic,gaba,6,0.0011297000352885657,0.0011869296838287113
AOTU051|L|,AOTU051,L,,cb_intrinsic,gaba,3,0.00021441132327895633,0.00021434471992899009
AOTU051|R|,AOTU051,R,,cb_intrinsic,gaba,3,0.0006468873600241165,0.0006469041485271934
AOTU052|L|,AOTU052,L,,cb_intrinsic,gaba,4,0.004108934570340295,0.004117180541117308
AOTU052|R|,AOTU052,R,,cb_intrinsic,gaba,3,0.0051383426831300896,0.005155471262956266
AOTU053|L|,AOTU053,L,,cb_intrinsic,gaba,1,0.0018984127352046748,0.0018813148596712186
AOTU053|R|,AOTU053,R,,cb_intrinsic,gaba,2,0.00013792978318956766,0.00013751406129175302
AOTU054|L|,AOTU054,L,,cb_intrinsic,gaba,2,0.0006215325913385702,0.0006004492153703573
AOTU054|R|,AOTU054,R,,cb_intrinsic,gaba,1,0.000577716483864807,0.0005602125590601185
AOTU055|L|,AOTU055,L,,cb_intrinsic,gaba,2,0.0003950514624250424,0.00038369241724764023
AOTU055|R|,AOTU055,R,,cb_intrinsic,gaba,3,0.0011241096202181224,0.0011101146366647217
AOTU056|L|,AOTU056,L,,cb_intrinsic,gaba,4,0.0017772827881278117,0.0017721112841283747
AOTU056|R|,AOTU056,R,,cb_intrinsic,gaba,4,0.0015133730176016935,0.0015114134987040237
AOTU058|L|,AOTU058,L,,cb_intrinsic,gaba,4,0.0005600301672363272,0.0005486742374544811
AOTU058|R|,AOTU058,R,,cb_intrinsic,gaba,4,0.0003682110109895468,0.00036398914195091635
AOTU059|L|,AOTU059,L,,cb_intrinsic,gaba,5,0.00016137143641407027,0.0001645596076250188
AOTU059|R|,AOTU059,R,,cb_intrinsic,gaba,6,9.531640678863306e-05,3.849080590979623e-06
AOTU060|L|,AOTU060,L,,cb_intrinsic,gaba,3,0.00020078704429845584,6.810906442343015e-05
AOTU060|R|,AOTU060,R,,cb_intrinsic,gaba,4,0.0002435445037259684,4.6547070680179964e-05
AOTU061|L|,AOTU061,L,,cb_intrinsic,gaba,4,1.199684079229772e-06,1.2014613734272852e-06
AOTU061|R|,AOTU061,R,,cb_intrinsic,gaba,3,1.2488476870213627e-06,1.258862506343253e-06
AOTU062|L|,AOTU062,L,,cb_intrinsic,gaba,3,3.3829506060856435e-07,3.3981525998517014e-07
AOTU062|R|,AOTU062,R,,cb_intrinsic,gaba,3,0.0,0.0
AOTU063_a|L|,AOTU063_a,L,,cb_intrinsic,glutamate,1,0.0002721505069721226,0.00027269508751142323
AOTU063_a|R|,AOTU063_a,R,,cb_intrinsic,glutamate,1,0.00040519551900353694,0.00040501544685638983
AOTU063_b|L|,AOTU063_b,L,,cb_intrinsic,glutamate,1,0.0007277731786266488,0.0007297454706090131
AOTU063_b|R|,AOTU063_b,R,,cb_intrinsic,glutamate,1,0.0010676564044305359,0.001071392528224289
AOTU064|L|,AOTU064,L,,cb_intrinsic,gaba,1,0.0035924939605331743,0.0036085922646561003
AOTU064|R|,AOTU064,R,,cb_intrinsic,gaba,1,0.0021635772222279555,0.0021842987181347434
AOTU065|L|,AOTU065,L,,cb_intrinsic,acetylcholine,1,0.0012897160608100354,0.000995557281042047
AOTU065|R|,AOTU065,R,,cb_intrinsic,acetylcholine,1,0.004397028992359078,0.004316217948635669
AOTU100m|L|,AOTU100m,L,,cb_intrinsic,acetylcholine,1,0.000441825999659905,1.4670285614201757e-05
AOTU100m|R|,AOTU100m,R,,cb_intrinsic,acetylcholine,1,0.000562439659379511,3.7035359702788626e-05
AOTU101m|L|,AOTU101m,L,,cb_intrinsic,acetylcholine,1,0.0,0.0
AOTU101m|R|,AOTU101m,R,,cb_intrinsic,acetylcholine,1,0.0,0.0
AOTU102m|L|,AOTU102m,L,,cb_intrinsic,gaba,1,0.00028051218043298324,0.0002814823198571321
AOTU102m|R|,AOTU102m,R,,cb_intrinsic,gaba,1,0.0006407012666468455,0.0006364340453786611
AOTU103m|L|,AOTU103m,L,,cb_intrinsic,glutamate,2,2.5342678159633137e-05,2.582322720683836e-05
AOTU103m|R|,AOTU103m,R,,cb_intrinsic,glutamate,2,0.00014556654417522552,0.00014723311407140454
APL|L|,APL,L,,cb_intrinsic,gaba,1,0.08959944809157214,0.023477565716925955
APL|R|,APL,R,,cb_intrinsic,gaba,1,0.164864086999163,0.08403063683236686
ATL001|L|,ATL001,L,,cb_intrinsic,glutamate,1,0.0006245600502259182,0.000344412799861312
ATL001|R|,ATL001,R,,cb_intrinsic,glutamate,1,0.0009400782819246087,0.0005579006449784259
ATL002|L|,ATL002,L,,cb_intrinsic,glutamate,1,0.002414389678246273,0.0016524023838423226
ATL002|R|,ATL002,R,,cb_intrinsic,glutamate,1,0.001034841112418736,0.0005324878721690588
ATL003|L|,ATL003,L,,cb_intrinsic,glutamate,1,0.0003866146464687365,1.760296785954187e-06
ATL003|R|,ATL003,R,,cb_intrinsic,glutamate,1,0.0003576010288640529,5.24986031445905e-05
ATL004|L|,ATL004,L,,cb_intrinsic,glutamate,1,0.0001360445729570718,0.0
ATL004|R|,ATL004,R,,cb_intrinsic,glutamate,1,0.0,0.0
ATL005|L|,ATL005,L,,cb_intrinsic,glutamate,1,0.0013833063195782204,0.0013536244044253683
ATL005|R|,ATL005,R,,cb_intrinsic,glutamate,1,0.003839023922869685,0.003798110977560742
ATL006|L|,ATL006,L,,cb_intrinsic,acetylcholine,1,0.0006440337901175425,5.5363792769009203e-05
ATL006|R|,ATL006,R,,cb_intrinsic,acetylcholine,1,0.00040001136558203185,4.223303316702916e-05
ATL007|L|,ATL007,L,,cb_intrinsic,glutamate,1,0.0024446939601342854,0.0024004741876516296
ATL007|R|,ATL007,R,,cb_intrinsic,glutamate,1,0.0017461845553634718,0.0016988910950946048
ATL008|L|,ATL008,L,,cb_intrinsic,glutamate,1,0.0010478386366067028,0.0007675364767901173
ATL008|R|,ATL008,R,,cb_intrinsic,glutamate,1,0.001574345967429633,0.0011992189384026682
ATL009|L|,ATL009,L,,cb_intrinsic,gaba,2,0.0006047768339560682,0.00013729102841613633
ATL009|R|,ATL009,R,,cb_intrinsic,gaba,3,0.0007752748595415171,9.89316286596034e-05
ATL011|L|,ATL011,L,,cb_intrinsic,glutamate,1,0.0003162035150976943,0.00031065960257138067
ATL011|R|,ATL011,R,,cb_intrinsic,glutamate,1,0.0003236618555055262,0.00031774560233263107
ATL012|L|,ATL012,L,,cb_intrinsic,acetylcholine,2,0.0005037554893699492,7.740175432358707e-05
ATL012|R|,ATL012,R,,cb_intrinsic,acetylcholine,2,5.41848487641273e-05,2.6870312098263843e-06
ATL013|L|,ATL013,L,,cb_intrinsic,acetylcholine,2,0.002371669849100317,0.00034986062777544015
ATL013|R|,ATL013,R,,cb_intrinsic,acetylcholine,2,0.0031648509803384383,0.00036586553473380416
ATL014|L|,ATL014,L,,cb_intrinsic,glutamate,1,0.0011584940004948055,0.000532579932326992
ATL014|R|,ATL014,R,,cb_intrinsic,glutamate,1,0.0005741888258499638,0.0003269464640858808
ATL015|L|,ATL015,L,,cb_intrinsic,acetylcholine,1,0.0008085271750151327,0.0008025710552456572
ATL015|R|,ATL015,R,,cb_intrinsic,acetylcholine,1,0.0037574557308933205,0.002621930183783919
ATL016|L|,ATL016,L,,cb_intrinsic,glutamate,1,0.0028447118845850968,0.0028312888015240155
ATL016|R|,ATL016,R,,cb_intrinsic,glutamate,1,0.004548446980563758,0.004532173521044748
ATL017|L|,ATL017,L,,cb_intrinsic,glutamate,1,0.00984839856403875,0.007766470711241394
ATL017|R|,ATL017,R,,cb_intrinsic,glutamate,1,0.007984014420609916,0.006159490786936728
ATL018|L|,ATL018,L,,cb_intrinsic,acetylcholine,2,0.0062305208301221705,0.005111540355667278
ATL018|R|,ATL018,R,,cb_intrinsic,acetylcholine,2,0.008005161422183209,0.00654420902244576
ATL019|L|,ATL019,L,,cb_intrinsic,acetylcholine,1,0.007942180178958261,0.003912914234185177
ATL019|R|,ATL019,R,,cb_intrinsic,acetylcholine,2,0.006068210617865321,0.0013577441874669828
ATL020|L|,ATL020,L,,cb_intrinsic,acetylcholine,2,0.004486781371909066,0.0026229842046039797
ATL020|R|,ATL020,R,,cb_intrinsic,acetylcholine,2,0.0010863398465687526,0.0002032326207396676
ATL021|L|,ATL021,L,,cb_intrinsic,glutamate,1,0.0030014442243869463,0.0029507018324880863
ATL021|R|,ATL021,R,,cb_intrinsic,glutamate,1,0.0019547075127220002,0.0019265691765161439
ATL022|L|,ATL022,L,,cb_intrinsic,acetylcholine,1,0.0007988493171221793,0.0003391732563541384
ATL022|R|,ATL022,R,,cb_intrinsic,acetylcholine,1,0.0005010012179659591,0.0003340014330903639
ATL023|L|,ATL023,L,,cb_intrinsic,glutamate,1,0.003457209394891318,0.0034017371254233763
ATL023|R|,ATL023,R,,cb_intrinsic,glutamate,1,0.002381895110764758,0.0023664933421973723
ATL024|L|,ATL024,L,,cb_intrinsic,glutamate,1,0.0016990419644686517,0.001705910482035758
ATL024|R|,ATL024,R,,cb_intrinsic,glutamate,1,0.0025345322320432795,0.00253414302592165
ATL025|L|,ATL025,L,,cb_intrinsic,acetylcholine,1,0.0022227830963836696,0.0021997681695550184
ATL025|R|,ATL025,R,,cb_intrinsic,acetylcholine,1,0.001238232646407448,0.0012227935659713002
ATL026|L|,ATL026,L,,cb_intrinsic,acetylcholine,1,0.002969567235399199,0.0029211132514177225
ATL026|R|,ATL026,R,,cb_intrinsic,acetylcholine,1,0.004000662761169625,0.0039228282928370625
ATL027|L|,ATL027,L,,cb_intrinsic,acetylcholine,1,0.0013416715517975176,0.0012352166551836943
ATL027|R|,ATL027,R,,cb_intrinsic,acetylcholine,1,0.002150794517182372,0.00206010796138927
ATL028|L|,ATL028,L,,cb_intrinsic,acetylcholine,1,0.0007054184124245383,0.00011974213010938862
ATL028|R|,ATL028,R,,cb_intrinsic,acetylcholine,1,0.0008946221831740208,0.00020495623940716703
ATL029|L|,ATL029,L,,cb_intrinsic,acetylcholine,1,0.0009422607212106226,0.00040070307408552957
ATL029|R|,ATL029,R,,cb_intrinsic,acetylcholine,1,0.0008376466104036436,0.000828863530610148
ATL030|L|,ATL030,L,,cb_intrinsic,glutamate,1,0.0011327219855277759,0.00029158180441972686
ATL030|R|,ATL030,R,,cb_intrinsic,glutamate,1,0.0011412366304239096,0.0001898139808173943
ATL031|L|,ATL031,L,,cb_intrinsic,unclear,1,0.0035990042718668513,0.0035657083712715616
ATL031|R|,ATL031,R,,cb_intrinsic,unclear,1,0.004061654687687405,0.0040231664922050145
ATL032|L|,ATL032,L,,cb_intrinsic,unclear,1,0.0023638784025858755,0.0012401825489902116
ATL032|R|,ATL032,R,,cb_intrinsic,unclear,1,0.002337521425192187,0.0012923084941768713
ATL033|L|,ATL033,L,,cb_intrinsic,glutamate,1,0.002347261834397043,0.0022029826773107756
ATL033|R|,ATL033,R,,cb_intrinsic,glutamate,1,0.0020931846518093523,0.0020861834482726054
ATL034|L|,ATL034,L,,cb_intrinsic,glutamate,1,0.0015707170618062909,0.0014831035544853675
ATL034|R|,ATL034,R,,cb_intrinsic,glutamate,1,0.0013560541525308078,0.0013694731969534277
ATL035|L|,ATL035,L,,cb_intrinsic,glutamate,1,0.0013959731434141096,0.00024025885340520526
ATL035|R|,ATL035,R,,cb_intrinsic,glutamate,1,0.0005121488250744821,0.0002421697666425074
ATL036|L|,ATL036,L,,cb_intrinsic,glutamate,1,0.001322773791405609,2.7041922236855236e-05
ATL036|R|,ATL036,R,,cb_intrinsic,glutamate,1,0.000870446344267802,0.00012410689784455903
ATL037|L|,ATL037,L,,cb_intrinsic,acetylcholine,1,0.0011218779344192068,0.0011015145298875367
ATL037|R|,ATL037,R,,cb_intrinsic,acetylcholine,1,0.00045779938482579054,0.00046630015227813493
ATL038|L|,ATL038,L,,cb_intrinsic,acetylcholine,1,0.001105193690843288,0.00021682496116878934
ATL038|R|,ATL038,R,,cb_intrinsic,acetylcholine,1,0.001537609398429297,0.00032407490529617737
ATL039|L|,ATL039,L,,cb_intrinsic,acetylcholine,1,0.0022711042711102483,0.0004657065935120574
ATL039|R|,ATL039,R,,cb_intrinsic,acetylcholine,1,0.0015503749950225808,0.0003859552363321021
ATL040|L|,ATL040,L,,cb_intrinsic,glutamate,1,8.092291706599488e-05,7.273867807088139e-05
ATL040|R|,ATL040,R,,cb_intrinsic,glutamate,1,0.0,0.0
ATL041|L|,ATL041,L,,cb_intrinsic,acetylcholine,1,0.0011882690740830798,0.00039811816825261316
ATL041|R|,ATL041,R,,cb_intrinsic,acetylcholine,1,0.001251497832717749,0.0002532013324536778
ATL042|L|,ATL042,L,,cb_intrinsic,unclear,1,0.0005104743418118191,0.000362057102206307
ATL042|R|,ATL042,R,,cb_intrinsic,unclear,1,0.0013002828620622363,0.0012934685782325524
ATL043|L|,ATL043,L,,cb_intrinsic,unclear,1,0.0008109571886203441,0.0008075349098450721
ATL043|R|,ATL043,R,,cb_intrinsic,unclear,1,0.00029374924093234503,8.770689887159213e-05
ATL044|L|,ATL044,L,,cb_intrinsic,acetylcholine,1,0.0001384168710274447,8.289942294265805e-05
ATL044|R|,ATL044,R,,cb_intrinsic,acetylcholine,1,0.0007119305009866418,0.0002986429475398816
ATL045|L|,ATL045,L,,cb_intrinsic,glutamate,1,0.00019832091965863057,0.00020065784223856253
ATL045|R|,ATL045,R,,cb_intrinsic,glutamate,1,0.001240324342604262,0.0012381410654063064
AVL006_a|L|,AVL006_a,L,,cb_intrinsic,gaba,1,0.0004861452944886082,0.00048680512520413735
AVL006_a|R|,AVL006_a,R,,cb_intrinsic,gaba,1,0.005573430451128114,0.0055744159831773565
AVLP001|L|,AVLP001,L,,cb_intrinsic,gaba,1,0.026354892321459752,0.026329003948389818
AVLP001|R|,AVLP001,R,,cb_intrinsic,gaba,1,0.023857513781234914,0.02382759333611239
AVLP002|L|,AVLP002,L,,cb_intrinsic,gaba,3,0.03395882981277868,0.033752631007831456
AVLP002|R|,AVLP002,R,,cb_intrinsic,gaba,2,0.0337051066565416,0.033541795834005496
AVLP003|L|,AVLP003,L,,cb_intrinsic,gaba,3,0.006238490686747236,0.006315441132403044
