key,type,side,segment,superclass,nt,count,peak_activity,gf_silenced_peak
IN07B034|L|T3,IN07B034,L,T3,vnc_intrinsic,glutamate,1,0.02977982627789856,0.030016324678025195
IN07B034|R|T3,IN07B034,R,T3,vnc_intrinsic,glutamate,1,0.03648287310774598,0.03672478811328998
IN07B038|L|T2,IN07B038,L,T2,vnc_intrinsic,acetylcholine,1,1.1950758291537786e-05,6.105310138652417e-06
IN07B038|L|T3,IN07B038,L,T3,vnc_intrinsic,acetylcholine,1,0.0,0.0
IN07B038|R|T2,IN07B038,R,T2,vnc_intrinsic,acetylcholine,1,2.4834371856679565e-06,2.505191518666564e-06
IN07B038|R|T3,IN07B038,R,T3,vnc_intrinsic,acetylcholine,1,1.1224021948817788e-06,1.1509919350145748e-06
IN07B039|L|T3,IN07B039,L,T3,vnc_intrinsic,acetylcholine,2,0.0024848089370741577,0.0023573305153025046
IN07B039|R|T3,IN07B039,R,T3,vnc_intrinsic,acetylcholine,2,0.003435458185650881,0.003212619522703932
IN07B044|L|T2,IN07B044,L,T2,vnc_intrinsic,acetylcholine,3,0.009864000800199713,0.007718724368127647
IN07B044|R|T2,IN07B044,R,T2,vnc_intrinsic,acetylcholine,3,0.02731989851638965,0.02397623007693838
IN07B045|L|T2,IN07B045,L,T2,vnc_intrinsic,acetylcholine,1,0.025130180469711005,0.024639432155977394
IN07B045|R|T2,IN07B045,R,T2,vnc_intrinsic,acetylcholine,1,0.0023841969574171346,0.001990601802682729
IN07B047|L|T2,IN07B047,L,T2,vnc_intrinsic,acetylcholine,1,7.950157499534836e-06,5.230160868982945e-06
IN07B047|R|T2,IN07B047,R,T2,vnc_intrinsic,acetylcholine,1,1.7438919466856146e-05,7.1820821656511445e-06
IN07B048|L|T2,IN07B048,L,T2,vnc_intrinsic,acetylcholine,3,5.714825103417359e-05,5.330952080460719e-05
IN07B048|R|T2,IN07B048,R,T2,vnc_intrinsic,acetylcholine,3,4.564675903064179e-05,3.6163944089272294e-05
IN07B051|L|T3,IN07B051,L,T3,vnc_intrinsic,acetylcholine,1,0.002090842265109677,0.0021351540372689867
IN07B051|R|T3,IN07B051,R,T3,vnc_intrinsic,acetylcholine,1,0.0,0.0
IN07B053|L|T3,IN07B053,L,T3,vnc_intrinsic,acetylcholine,1,0.0,0.0
IN07B053|R|T3,IN07B053,R,T3,vnc_intrinsic,acetylcholine,1,0.0,2.399608393020305e-07
IN07B054|L|T2,IN07B054,L,T2,vnc_intrinsic,acetylcholine,5,0.057650862302994495,0.05747459792026539
IN07B054|R|T2,IN07B054,R,T2,vnc_intrinsic,acetylcholine,4,0.04210208979907314,0.04107616506640095
IN07B055|L|T2,IN07B055,L,T2,vnc_intrinsic,acetylcholine,5,0.03180135730917048,0.027529607702495153
IN07B055|R|T2,IN07B055,R,T2,vnc_intrinsic,acetylcholine,4,0.03432749711734179,0.03064694149811207
IN07B058|L|T2,IN07B058,L,T2,vnc_intrinsic,acetylcholine,2,0.10077897673969567,0.09613454663792169
IN07B058|R|T2,IN07B058,R,T2,vnc_intrinsic,acetylcholine,2,0.07471124109678896,0.0727199028005992
IN07B059|L|T3,IN07B059,L,T3,vnc_intrinsic,acetylcholine,1,0.0,0.0
IN07B059|R|T3,IN07B059,R,T3,vnc_intrinsic,acetylcholine,1,0.0,1.6514811955208448e-07
IN07B061|L|A3,IN07B061,L,A3,vnc_intrinsic,glutamate,1,0.0,0.0
IN07B061|L|A4,IN07B061,L,A4,vnc_intrinsic,glutamate,1,0.0,0.0
IN07B061|L|A5,IN07B061,L,A5,vnc_intrinsic,glutamate,1,0.0012249169260602813,0.0012132017816673755
IN07B061|L|A6,IN07B061,L,A6,vnc_intrinsic,glutamate,1,0.0006315543096197722,0.0006159580857003088
IN07B061|L|A7,IN07B061,L,A7,vnc_intrinsic,glutamate,1,3.926878079486241e-06,1.0541848383245879e-05
IN07B061|R|A3,IN07B061,R,A3,vnc_intrinsic,glutamate,1,0.0,0.0
IN07B061|R|A4,IN07B061,R,A4,vnc_intrinsic,glutamate,1,0.0,0.0
IN07B061|R|A5,IN07B061,R,A5,vnc_intrinsic,glutamate,1,0.0017363980097945598,0.001514676074458048
IN07B061|R|A6,IN07B061,R,A6,vnc_intrinsic,glutamate,1,0.0004880848762939198,0.0004787722862613627
IN07B061|R|A7,IN07B061,R,A7,vnc_intrinsic,glutamate,1,0.0,0.0
IN07B063|L|,IN07B063,L,,ascending_neuron,acetylcholine,1,9.362759290034834e-05,6.553532167907091e-05
IN07B063|L|T2,IN07B063,L,T2,vnc_intrinsic,acetylcholine,1,1.6725918195107776e-05,7.651714145736713e-06
IN07B063|R|,IN07B063,R,,ascending_neuron,acetylcholine,1,3.838521316508759e-06,2.045168956246928e-06
IN07B063|R|T2,IN07B063,R,T2,vnc_intrinsic,acetylcholine,1,2.88100523522153e-05,2.024282868193486e-05
IN07B064|L|T3,IN07B064,L,T3,vnc_intrinsic,acetylcholine,2,4.9791403880924484e-05,1.315191215903104e-06
IN07B064|R|T3,IN07B064,R,T3,vnc_intrinsic,acetylcholine,2,0.000962263992542493,0.0008686557171836438
IN07B065|L|T2,IN07B065,L,T2,vnc_intrinsic,acetylcholine,5,0.0,0.0
IN07B065|R|T2,IN07B065,R,T2,vnc_intrinsic,acetylcholine,6,5.239018080472747e-07,5.274918720831484e-07
IN07B066|L|T2,IN07B066,L,T2,vnc_intrinsic,acetylcholine,4,0.025253539271057716,0.024195127559642503
IN07B066|R|T2,IN07B066,R,T2,vnc_intrinsic,acetylcholine,5,0.04134248054874654,0.039107049884843925
IN07B067|L|T3,IN07B067,L,T3,vnc_intrinsic,acetylcholine,2,0.0,0.0
IN07B067|R|T3,IN07B067,R,T3,vnc_intrinsic,acetylcholine,2,2.230086940595552e-06,1.4003365891014856e-06
IN07B068|L|T3,IN07B068,L,T3,vnc_intrinsic,acetylcholine,3,0.0,0.0
IN07B068|R|T3,IN07B068,R,T3,vnc_intrinsic,acetylcholine,3,0.0,0.0
IN07B073_a|L|T2,IN07B073_a,L,T2,vnc_intrinsic,acetylcholine,2,0.016696629123322895,0.012629130600022714
IN07B073_a|R|T2,IN07B073_a,R,T2,vnc_intrinsic,acetylcholine,3,0.013793696406110108,0.010693100660061561
IN07B073_b|L|T2,IN07B073_b,L,T2,vnc_intrinsic,acetylcholine,3,0.009667006607982032,0.006893039249883108
IN07B073_b|R|T2,IN07B073_b,R,T2,vnc_intrinsic,acetylcholine,2,0.009636496214187844,0.007668300038998931
IN07B073_c|L|T2,IN07B073_c,L,T2,vnc_intrinsic,acetylcholine,2,0.0053007415496551195,0.002468061256310322
IN07B073_c|R|T2,IN07B073_c,R,T2,vnc_intrinsic,acetylcholine,2,0.0078271799423786,0.0050849504341147975
IN07B073_d|L|T2,IN07B073_d,L,T2,vnc_intrinsic,acetylcholine,1,0.022495584543292906,0.015401434794497503
IN07B073_d|R|T2,IN07B073_d,R,T2,vnc_intrinsic,acetylcholine,2,0.014234162447211133,0.009773407113350945
IN07B073_e|L|T2,IN07B073_e,L,T2,vnc_intrinsic,acetylcholine,3,0.017169939090840084,0.012704146637082898
IN07B073_e|R|T2,IN07B073_e,R,T2,vnc_intrinsic,acetylcholine,2,0.016829574496089142,0.012722782255274028
IN07B073_f|R|T2,IN07B073_f,R,T2,vnc_intrinsic,acetylcholine,1,0.008085704473286449,0.006197634734769298
IN07B074|L|T2,IN07B074,L,T2,vnc_intrinsic,acetylcholine,2,0.004277131060465611,0.002140182155472739
IN07B074|R|T2,IN07B074,R,T2,vnc_intrinsic,acetylcholine,2,0.0,0.0
IN07B075|L|T3,IN07B075,L,T3,vnc_intrinsic,acetylcholine,5,0.0,0.0
IN07B075|R|T3,IN07B075,R,T3,vnc_intrinsic,acetylcholine,5,5.981679514810992e-10,1.2838432633602343e-07
IN07B076_a|L|T3,IN07B076_a,L,T3,vnc_intrinsic,acetylcholine,1,1.4477127479011832e-05,1.3476372218508302e-08
IN07B076_a|R|T3,IN07B076_a,R,T3,vnc_intrinsic,acetylcholine,1,0.0034880280570085327,0.0034635195739678884
IN07B076_b|L|T3,IN07B076_b,L,T3,vnc_intrinsic,acetylcholine,1,0.00014430895745391303,0.0001357257224932519
IN07B076_b|R|T3,IN07B076_b,R,T3,vnc_intrinsic,acetylcholine,2,3.294676759582657e-06,3.392200812925605e-06
IN07B076_c|L|T3,IN07B076_c,L,T3,vnc_intrinsic,acetylcholine,2,2.0252413456868286e-06,1.3031997324835816e-07
IN07B076_c|R|T3,IN07B076_c,R,T3,vnc_intrinsic,acetylcholine,1,0.0005511851388617635,0.0005507766696290887
IN07B076_d|L|T3,IN07B076_d,L,T3,vnc_intrinsic,acetylcholine,1,1.1175473846478797e-05,1.544844720424363e-07
IN07B076_d|R|T3,IN07B076_d,R,T3,vnc_intrinsic,acetylcholine,1,1.3217067951513296e-07,1.2145466103647365e-07
IN07B077|L|T2,IN07B077,L,T2,vnc_intrinsic,acetylcholine,3,6.808204121048154e-05,3.498730459825998e-05
IN07B077|R|T2,IN07B077,R,T2,vnc_intrinsic,acetylcholine,3,1.6707673425280998e-05,1.0945270167635738e-05
IN07B079|L|T3,IN07B079,L,T3,vnc_intrinsic,acetylcholine,5,0.0,0.0
IN07B079|R|T3,IN07B079,R,T3,vnc_intrinsic,acetylcholine,5,0.0,0.0
IN07B080|L|T2,IN07B080,L,T2,vnc_intrinsic,acetylcholine,3,0.06747278771811326,0.06329923364167989
IN07B080|R|T2,IN07B080,R,T2,vnc_intrinsic,acetylcholine,4,0.09130392552624429,0.08814042198681583
IN07B081|L|T2,IN07B081,L,T2,vnc_intrinsic,acetylcholine,5,0.00015480616815400123,0.00012168324512920363
IN07B081|R|T2,IN07B081,R,T2,vnc_intrinsic,acetylcholine,5,4.9991317872151814e-06,2.1583224128589496e-06
IN07B083_a|L|A1,IN07B083_a,L,A1,vnc_intrinsic,acetylcholine,1,0.0020684896606457713,0.001897855521390695
IN07B083_a|R|A1,IN07B083_a,R,A1,vnc_intrinsic,acetylcholine,1,0.001011722634517554,0.0011131185592950406
IN07B083_b|L|A1,IN07B083_b,L,A1,vnc_intrinsic,acetylcholine,3,3.2848727622843788e-06,2.994372742483251e-06
IN07B083_b|R|A1,IN07B083_b,R,A1,vnc_intrinsic,acetylcholine,3,0.0004182021829094484,0.0001977707305403226
IN07B083_c|L|T3,IN07B083_c,L,T3,vnc_intrinsic,acetylcholine,1,0.0,0.0
IN07B083_c|R|T3,IN07B083_c,R,T3,vnc_intrinsic,acetylcholine,1,0.0,1.4194475572452435e-07
IN07B083_d|L|T3,IN07B083_d,L,T3,vnc_intrinsic,acetylcholine,1,0.0,0.0
IN07B083_d|R|T3,IN07B083_d,R,T3,vnc_intrinsic,acetylcholine,1,4.010248635180103e-07,4.0635214368866465e-07
IN07B084|L|T2,IN07B084,L,T2,vnc_intrinsic,acetylcholine,2,1.401106288794604e-07,1.3401087793778384e-07
IN07B084|R|T2,IN07B084,R,T2,vnc_intrinsic,acetylcholine,2,0.0023805425184229823,0.002090260087438041
IN07B086|L|A1,IN07B086,L,A1,vnc_intrinsic,acetylcholine,5,2.167189804035215e-05,2.1834257674399817e-05
IN07B086|R|A1,IN07B086,R,A1,vnc_intrinsic,acetylcholine,5,5.778284856890761e-05,5.838426917847835e-05
IN07B087|L|A1,IN07B087,L,A1,vnc_intrinsic,acetylcholine,6,0.0,0.0
IN07B087|R|A1,IN07B087,R,A1,vnc_intrinsic,acetylcholine,6,2.8407744716027885e-07,5.659367770508901e-08
IN07B090|L|A1,IN07B090,L,A1,vnc_intrinsic,acetylcholine,3,6.999017706860378e-06,5.433426494551329e-06
IN07B090|R|A1,IN07B090,R,A1,vnc_intrinsic,acetylcholine,3,1.9533977303373947e-05,1.3248550227122065e-05
IN07B092_a|L|A1,IN07B092_a,L,A1,vnc_intrinsic,acetylcholine,2,0.0,0.0
IN07B092_a|R|A1,IN07B092_a,R,A1,vnc_intrinsic,acetylcholine,2,9.533097653955235e-06,9.89873722216488e-06
IN07B092_b|L|A1,IN07B092_b,L,A1,vnc_intrinsic,acetylcholine,1,9.866894642735304e-06,6.499161480120729e-07
IN07B092_b|R|A1,IN07B092_b,R,A1,vnc_intrinsic,acetylcholine,1,0.0,0.0
IN07B092_c|L|A1,IN07B092_c,L,A1,vnc_intrinsic,acetylcholine,1,1.7033856893086145e-05,4.349646099360972e-06
IN07B092_c|R|A1,IN07B092_c,R,A1,vnc_intrinsic,acetylcholine,2,2.847936737421171e-07,0.0
IN07B092_d|L|A1,IN07B092_d,L,A1,vnc_intrinsic,acetylcholine,2,1.0948837503652913e-05,2.8068876238348195e-07
IN07B092_d|R|A1,IN07B092_d,R,A1,vnc_intrinsic,acetylcholine,2,0.00366380537928349,0.0037619990778504204
IN07B092_e|L|A1,IN07B092_e,L,A1,vnc_intrinsic,acetylcholine,1,1.9402426686836046e-06,1.2259202790576326e-07
IN07B092_e|R|A1,IN07B092_e,R,A1,vnc_intrinsic,acetylcholine,1,0.0032884323656554655,0.003268177405438932
IN07B093|R|A1,IN07B093,R,A1,vnc_intrinsic,acetylcholine,1,0.0,0.0
IN07B094_a|L|A1,IN07B094_a,L,A1,vnc_intrinsic,acetylcholine,1,0.0,0.0
IN07B094_a|R|A1,IN07B094_a,R,A1,vnc_intrinsic,acetylcholine,2,0.0,0.0
IN07B094_b|L|A1,IN07B094_b,L,A1,vnc_intrinsic,acetylcholine,3,6.868698602851975e-05,4.751459218633221e-05
IN07B094_b|R|A1,IN07B094_b,R,A1,vnc_intrinsic,acetylcholine,3,0.0,1.4502138997810934e-08
IN07B094_c|L|A1,IN07B094_c,L,A1,vnc_intrinsic,acetylcholine,1,0.0,0.0
IN07B096_a|L|A1,IN07B096_a,L,A1,vnc_intrinsic,acetylcholine,3,4.5465681101013275e-06,0.0
IN07B096_a|R|A1,IN07B096_a,R,A1,vnc_intrinsic,acetylcholine,2,9.665907073298387e-05,6.626601784880786e-06
IN07B096_b|L|A1,IN07B096_b,L,A1,vnc_intrinsic,acetylcholine,3,0.0,0.0
IN07B096_b|R|A1,IN07B096_b,R,A1,vnc_intrinsic,acetylcholine,5,0.0,0.0
IN07B096_c|L|A1,IN07B096_c,L,A1,vnc_intrinsic,acetylcholine,2,1.3185835961892488e-05,4.721046948858015e-07
IN07B096_c|R|A1,IN07B096_c,R,A1,vnc_intrinsic,acetylcholine,2,0.00019413259028075905,0.00024231524159491684
IN07B096_d|L|A1,IN07B096_d,L,A1,vnc_intrinsic,acetylcholine,1,5.789499249283109e-07,6.229974419135087e-07
IN07B096_d|R|A1,IN07B096_d,R,A1,vnc_intrinsic,acetylcholine,2,1.491353459413424e-05,1.0936740801340059e-05
IN07B098|L|T3,IN07B098,L,T3,vnc_intrinsic,acetylcholine,9,3.963833540855714e-09,3.963833540855714e-09
IN07B098|R|T3,IN07B098,R,T3,vnc_intrinsic,acetylcholine,9,4.962192574376657e-05,4.7169903306890105e-05
IN07B099|L|T3,IN07B099,L,T3,vnc_intrinsic,acetylcholine,5,0.0,0.0
IN07B099|R|T3,IN07B099,R,T3,vnc_intrinsic,acetylcholine,4,4.977848737980084e-05,5.8583888865046215e-05
IN07B100|L|A1,IN07B100,L,A1,vnc_intrinsic,acetylcholine,5,2.6287278080082154e-06,5.634739703148057e-07
IN07B100|R|A1,IN07B100,R,A1,vnc_intrinsic,acetylcholine,4,1.187538178040613e-06,4.736028552816945e-07
IN07B102|L|A1,IN07B102,L,A1,vnc_intrinsic,acetylcholine,6,1.1013842274707224e-05,5.159013713845943e-07
IN07B102|R|A1,IN07B102,R,A1,vnc_intrinsic,acetylcholine,6,0.0011760067161154311,0.0012495846024357913
IN07B103|L|T3,IN07B103,L,T3,vnc_intrinsic,acetylcholine,2,0.001462513826679145,4.687683379524436e-06
IN07B103|R|T3,IN07B103,R,T3,vnc_intrinsic,acetylcholine,2,0.002457554245621949,0.0010825768642540702
IN07B104|L|T2,IN07B104,L,T2,vnc_intrinsic,glutamate,1,0.00854079314942988,0.008755194683741623
IN07B104|R|T2,IN07B104,R,T2,vnc_intrinsic,glutamate,1,0.009244375509804767,0.009380700582252134
IN08A002|L|T1,IN08A002,L,T1,vnc_intrinsic,glutamate,1,0.006132171472574849,0.003141279484000493
IN08A002|L|T2,IN08A002,L,T2,vnc_intrinsic,glutamate,1,4.6118908786662433e-07,6.548825186564355e-10
IN08A002|L|T3,IN08A002,L,T3,vnc_intrinsic,glutamate,1,0.0015363899848023846,0.0008535830264703671
IN08A002|R|T1,IN08A002,R,T1,vnc_intrinsic,glutamate,1,0.005730774367250217,0.003019718778947184
IN08A002|R|T2,IN08A002,R,T2,vnc_intrinsic,glutamate,1,0.0,0.0
IN08A002|R|T3,IN08A002,R,T3,vnc_intrinsic,glutamate,1,0.0022405400152255795,0.0010960522514503936
IN08A003|L|T1,IN08A003,L,T1,vnc_intrinsic,glutamate,1,0.023564265099902382,0.02374156686014707
IN08A003|R|T1,IN08A003,R,T1,vnc_intrinsic,glutamate,1,0.016247120965636203,0.01651580627099193
IN08A005|L|T1,IN08A005,L,T1,vnc_intrinsic,glutamate,1,0.010092250378509044,0.010218055266096912
IN08A005|L|T2,IN08A005,L,T2,vnc_intrinsic,glutamate,1,0.005284790492424159,0.00481467555066762
IN08A005|L|T3,IN08A005,L,T3,vnc_intrinsic,glutamate,1,0.0029122821462275366,0.002952150207123166
IN08A005|R|T1,IN08A005,R,T1,vnc_intrinsic,glutamate,1,0.005549499499578398,0.0058222775050425675
IN08A005|R|T2,IN08A005,R,T2,vnc_intrinsic,glutamate,1,0.0036467383108815996,0.003141684007483065
IN08A005|R|T3,IN08A005,R,T3,vnc_intrinsic,glutamate,1,0.0022166548399628586,0.0022646521805184247
IN08A006|L|T1,IN08A006,L,T1,vnc_intrinsic,gaba,1,0.001220188320555975,0.0012145176452979145
IN08A006|L|T2,IN08A006,L,T2,vnc_intrinsic,gaba,1,0.01039684156300376,0.010486701688686104
IN08A006|L|T3,IN08A006,L,T3,vnc_intrinsic,gaba,1,0.002183108755075613,0.0020602512547261117
IN08A006|R|T1,IN08A006,R,T1,vnc_intrinsic,gaba,1,0.003054835203129276,0.0030507177480367407
IN08A006|R|T2,IN08A006,R,T2,vnc_intrinsic,gaba,1,0.012593023243879987,0.012704004004890378
IN08A006|R|T3,IN08A006,R,T3,vnc_intrinsic,gaba,1,0.002747505306190095,0.0026056758808797272
IN08A007|L|T1,IN08A007,L,T1,vnc_intrinsic,glutamate,1,0.006868633218172854,0.006678986184177564
IN08A007|L|T2,IN08A007,L,T2,vnc_intrinsic,glutamate,1,0.0018815182588304258,0.0019631199815014068
IN08A007|L|T3,IN08A007,L,T3,vnc_intrinsic,glutamate,1,5.04803090117781e-05,5.6699419433169654e-05
IN08A007|R|T1,IN08A007,R,T1,vnc_intrinsic,glutamate,1,0.006227165536572085,0.005645028728143412
IN08A007|R|T2,IN08A007,R,T2,vnc_intrinsic,glutamate,1,3.692605517450065e-05,8.977140981673163e-06
IN08A007|R|T3,IN08A007,R,T3,vnc_intrinsic,glutamate,1,0.00014126463482765843,0.0001082987236036673
IN08A008|L|T1,IN08A008,L,T1,vnc_intrinsic,glutamate,1,0.016604637013045653,0.016707871392689935
IN08A008|L|T2,IN08A008,L,T2,vnc_intrinsic,glutamate,1,0.0061438030842255265,0.0063299390978961145
IN08A008|L|T3,IN08A008,L,T3,vnc_intrinsic,glutamate,1,2.6657085852631013e-05,1.3583909547502107e-05
IN08A008|R|T1,IN08A008,R,T1,vnc_intrinsic,glutamate,1,0.01815870791332011,0.018193831819370756
IN08A008|R|T2,IN08A008,R,T2,vnc_intrinsic,glutamate,1,0.0006171310377077748,0.0008001142111970984
IN08A008|R|T3,IN08A008,R,T3,vnc_intrinsic,glutamate,1,3.081871158098629e-05,1.8018895575549097e-05
IN08A010|L|T1,IN08A010,L,T1,vnc_intrinsic,glutamate,1,0.0,0.0
IN08A010|R|T1,IN08A010,R,T1,vnc_intrinsic,glutamate,1,0.0,0.0
IN08A011|L|T2,IN08A011,L,T2,vnc_intrinsic,glutamate,7,2.869058484868974e-06,4.475784216233282e-08
IN08A011|R|T2,IN08A011,R,T2,vnc_intrinsic,glutamate,7,3.4626996000259913e-06,4.264947069983696e-06
IN08A012|L|T2,IN08A012,L,T2,vnc_intrinsic,glutamate,1,0.0033733518268245603,0.0022507467617173893
IN08A012|R|T2,IN08A012,R,T2,vnc_intrinsic,glutamate,1,0.0008570121369106487,0.0008461248388650784
IN08A016|L|T2,IN08A016,L,T2,vnc_intrinsic,glutamate,1,0.005333277164395021,0.005124751327338402
IN08A016|L|T3,IN08A016,L,T3,vnc_intrinsic,glutamate,1,0.0015412605376809872,0.0016696701772712745
IN08A016|R|T2,IN08A016,R,T2,vnc_intrinsic,glutamate,1,0.005043302024255732,0.004628066820409337
IN08A016|R|T3,IN08A016,R,T3,vnc_intrinsic,glutamate,1,0.0016892614409255917,0.001671340815480001
IN08A017|L|T3,IN08A017,L,T3,vnc_intrinsic,glutamate,2,0.0,0.0
IN08A017|R|T3,IN08A017,R,T3,vnc_intrinsic,glutamate,2,0.0,0.0
IN08A019|L|T1,IN08A019,L,T1,vnc_intrinsic,glutamate,2,0.0017046053436643733,0.0017100710817125027
IN08A019|L|T2,IN08A019,L,T2,vnc_intrinsic,glutamate,2,0.006685252378866675,0.0069078735014901586
IN08A019|L|T3,IN08A019,L,T3,vnc_intrinsic,glutamate,2,0.0010494583225762037,0.0011132451190191104
IN08A019|R|T1,IN08A019,R,T1,vnc_intrinsic,glutamate,2,0.0032875771855987164,0.003274428911910855
IN08A019|R|T2,IN08A019,R,T2,vnc_intrinsic,glutamate,2,0.001962284244692705,0.0021867536724524688
IN08A019|R|T3,IN08A019,R,T3,vnc_intrinsic,glutamate,2,0.00011395922667774565,0.0001627853116655896
IN08A021|L|T1,IN08A021,L,T1,vnc_intrinsic,glutamate,2,1.0213656470436743e-09,1.6483778034706283e-09
IN08A021|R|T1,IN08A021,R,T1,vnc_intrinsic,glutamate,2,3.976075310020867e-11,3.976075310020867e-11
IN08A022|L|T1,IN08A022,L,T1,vnc_intrinsic,glutamate,1,0.0004367863650455652,0.00043359569575440835
IN08A022|L|T2,IN08A022,L,T2,vnc_intrinsic,glutamate,1,3.305241416036888e-06,1.7532780297112153e-06
IN08A022|L|T3,IN08A022,L,T3,vnc_intrinsic,glutamate,1,5.58031554145048e-08,0.00011470849966547708
IN08A022|R|T1,IN08A022,R,T1,vnc_intrinsic,glutamate,1,0.0002541424329223021,0.00031280667813951806
IN08A022|R|T2,IN08A022,R,T2,vnc_intrinsic,glutamate,1,1.601561350061673e-05,1.1343791019280298e-05
IN08A022|R|T3,IN08A022,R,T3,vnc_intrinsic,glutamate,1,8.375545459603764e-05,0.00011516436166609628
IN08A023|L|T2,IN08A023,L,T2,vnc_intrinsic,glutamate,3,0.05052147946610623,0.05044638325179069
IN08A023|R|T2,IN08A023,R,T2,vnc_intrinsic,glutamate,4,0.04347782438107092,0.04326433270568933
IN08A024|L|T1,IN08A024,L,T1,vnc_intrinsic,glutamate,1,6.068553882342158e-06,2.82258091374355e-06
IN08A024|L|T2,IN08A024,L,T2,vnc_intrinsic,glutamate,1,0.0012745950326002976,0.0013240146276960354
IN08A024|L|T3,IN08A024,L,T3,vnc_intrinsic,glutamate,1,1.3307543415958502e-05,4.054842591604739e-05
IN08A024|R|T1,IN08A024,R,T1,vnc_intrinsic,glutamate,1,0.0002117229959705883,0.00022430390294489303
IN08A024|R|T2,IN08A024,R,T2,vnc_intrinsic,glutamate,1,9.063157083288437e-06,2.637509342846152e-06
IN08A024|R|T3,IN08A024,R,T3,vnc_intrinsic,glutamate,1,2.5821948071433777e-05,4.708511786872345e-05
IN08A025|L|T1,IN08A025,L,T1,vnc_intrinsic,glutamate,1,0.0,0.0
IN08A025|R|T1,IN08A025,R,T1,vnc_intrinsic,glutamate,1,0.0,0.0
"IN08A026,IN08A033|L|T2","IN08A026,IN08A033",L,T2,vnc_intrinsic,glutamate,2,0.017132458657167178,0.017202408834027235
"IN08A026,IN08A033|R|T2","IN08A026,IN08A033",R,T2,vnc_intrinsic,glutamate,1,0.017917109203665422,0.017925230031918038
IN08A026|L|T1,IN08A026,L,T1,vnc_intrinsic,glutamate,4,0.006859051107410881,0.00692700671056022
IN08A026|L|T2,IN08A026,L,T2,vnc_intrinsic,glutamate,8,0.012306933579614059,0.012182166603226224
IN08A026|R|T1,IN08A026,R,T1,vnc_intrinsic,glutamate,3,0.011887086879533663,0.011391287941361874
IN08A026|R|T2,IN08A026,R,T2,vnc_intrinsic,glutamate,9,0.012617415331924592,0.012552261612660046
IN08A027|L|T2,IN08A027,L,T2,vnc_intrinsic,glutamate,3,0.023972519140104207,0.02403550253187841
IN08A027|R|T2,IN08A027,R,T2,vnc_intrinsic,glutamate,2,0.016016911978160717,0.01611067875145038
IN08A028|L|T3,IN08A028,L,T3,vnc_intrinsic,glutamate,6,9.50871261593595e-10,9.50871261593595e-10
IN08A028|R|T3,IN08A028,R,T3,vnc_intrinsic,glutamate,6,1.928744798930629e-09,1.928744798930629e-09
IN08A029|L|T2,IN08A029,L,T2,vnc_intrinsic,glutamate,3,0.004301051291610195,0.0044183554901497364
IN08A029|R|T2,IN08A029,R,T2,vnc_intrinsic,glutamate,2,0.0019429941555475865,0.0019212845740808752
IN08A030|L|T1,IN08A030,L,T1,vnc_intrinsic,glutamate,5,0.00043238275192450344,0.000542396984217045
IN08A030|R|T1,IN08A030,R,T1,vnc_intrinsic,glutamate,6,0.0029683270787996116,0.0028628701999047733
IN08A031|L|T2,IN08A031,L,T2,vnc_intrinsic,glutamate,3,0.019091648957625516,0.018697841196593703
IN08A031|L|T3,IN08A031,L,T3,vnc_intrinsic,glutamate,2,0.011413332597240639,0.011065292521062668
IN08A031|R|T2,IN08A031,R,T2,vnc_intrinsic,glutamate,3,0.021317689026469917,0.020919780019754752
IN08A031|R|T3,IN08A031,R,T3,vnc_intrinsic,glutamate,2,0.009916609708748195,0.009711928679888786
IN08A032|L|T2,IN08A032,L,T2,vnc_intrinsic,glutamate,3,0.007952796763718217,0.008107556024313787
IN08A032|R|T2,IN08A032,R,T2,vnc_intrinsic,glutamate,4,0.0043839594470395605,0.004501747081520308
IN08A034|L|T1,IN08A034,L,T1,vnc_intrinsic,glutamate,5,3.704090274765104e-05,4.1854260665802734e-05
IN08A034|R|T1,IN08A034,R,T1,vnc_intrinsic,glutamate,5,0.0005591692748242363,0.0006116000398977401
IN08A035|L|T3,IN08A035,L,T3,vnc_intrinsic,glutamate,4,0.0,0.0
IN08A035|R|T3,IN08A035,R,T3,vnc_intrinsic,glutamate,3,0.0,0.0
IN08A036|L|T1,IN08A036,L,T1,vnc_intrinsic,glutamate,14,6.579891765026337e-09,6.7698379167449646e-09
IN08A036|R|T1,IN08A036,R,T1,vnc_intrinsic,glutamate,14,6.9021489937917375e-06,2.0268523874053693e-09
IN08A037|L|T3,IN08A037,L,T3,vnc_intrinsic,glutamate,4,0.0012504903495658946,0.0012839261486758111
IN08A037|R|T3,IN08A037,R,T3,vnc_intrinsic,glutamate,4,0.0017304907832188271,0.001789051432176248
IN08A038|L|T2,IN08A038,L,T2,vnc_intrinsic,glutamate,2,0.01594258973226533,0.016097503875752334
IN08A038|R|T2,IN08A038,R,T2,vnc_intrinsic,glutamate,2,0.011805576106235898,0.0120202284663054
IN08A039|L|T2,IN08A039,L,T2,vnc_intrinsic,glutamate,2,0.002551041604849929,0.0027870948986698308
IN08A039|R|T2,IN08A039,R,T2,vnc_intrinsic,glutamate,2,0.0022222590850067376,0.0023189378965180365
IN08A040|L|T2,IN08A040,L,T2,vnc_intrinsic,glutamate,3,0.0015575261334667004,0.0017808056923981207
